date,contract,contract_group,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All
2023-04-04,BITCOIN,BITCOIN,15695.0,321.0,3818.0,258.0,6545.0,170.0,573.0,3335.0,6810.0,2152.0,732.0,952.0,280.0,14195.0,15013.0,1500.0,682.0,-1902.0,36.0,-164.0,-300.0,31.0,-50.0,-23.0,-901.0,-689.0,-517.0,-8.0,295.0,-201.0,-1884.0,-1649.0,-18.0,-253.0,2.0,24.3,1.6,41.7,1.1,3.6,21.2,43.4,13.7,4.7,6.1,1.8,90.4,95.7,9.6,4.3,116.0,5.0,9.0,0.0,11.0,0.0,0.0,28.0,37.0,21.0,14.0,10.0,6.0,79.0,70.0
2023-03-28,BITCOIN,BITCOIN,17597.0,285.0,3982.0,558.0,6514.0,220.0,596.0,4236.0,7499.0,2669.0,740.0,657.0,481.0,16079.0,16663.0,1518.0,934.0,543.0,-7.0,453.0,-25.0,-462.0,-23.0,73.0,746.0,-459.0,485.0,-97.0,40.0,-178.0,534.0,366.0,9.0,177.0,1.6,22.6,3.2,37.0,1.3,3.4,24.1,42.6,15.2,4.2,3.7,2.7,91.4,94.7,8.6,5.3,129.0,4.0,12.0,0.0,11.0,0.0,4.0,34.0,37.0,21.0,15.0,12.0,8.0,86.0,79.0
2023-03-21,BITCOIN,BITCOIN,17054.0,292.0,3529.0,583.0,6976.0,243.0,523.0,3490.0,7958.0,2184.0,837.0,617.0,660.0,15545.0,16296.0,1509.0,758.0,1186.0,-13.0,-553.0,-1.0,939.0,-75.0,-19.0,923.0,1792.0,448.0,-1308.0,-267.0,0.0,969.0,1326.0,217.0,-140.0,1.7,20.7,3.4,40.9,1.4,3.1,20.5,46.7,12.8,4.9,3.6,3.9,91.1,95.6,8.9,4.4,131.0,5.0,11.0,4.0,11.0,0.0,0.0,32.0,41.0,16.0,17.0,11.0,11.0,85.0,80.0
2023-03-14,BITCOIN,BITCOIN,15868.0,305.0,4082.0,584.0,6037.0,318.0,542.0,2567.0,6166.0,1736.0,2144.0,883.0,660.0,14575.0,14971.0,1293.0,897.0,1261.0,-109.0,-242.0,225.0,-657.0,-44.0,-115.0,226.0,869.0,329.0,1035.0,184.0,160.0,1093.0,1365.0,168.0,-104.0,1.9,25.7,3.7,38.0,2.0,3.4,16.2,38.9,10.9,13.5,5.6,4.2,91.9,94.3,8.1,5.7,119.0,4.0,9.0,5.0,9.0,0.0,0.0,24.0,36.0,17.0,17.0,15.0,11.0,75.0,80.0
2023-03-07,BITCOIN,BITCOIN,14607.0,414.0,4325.0,359.0,6694.0,362.0,657.0,2341.0,5297.0,1407.0,1110.0,699.0,500.0,13482.0,13606.0,1125.0,1001.0,-2206.0,45.0,-956.0,-64.0,-512.0,122.0,-4.0,-2186.0,-853.0,240.0,355.0,-805.0,58.0,-2069.0,-2262.0,-137.0,56.0,2.8,29.6,2.5,45.8,2.5,4.5,16.0,36.3,9.6,7.6,4.8,3.4,92.3,93.1,7.7,6.9,111.0,6.0,7.0,4.0,12.0,0.0,5.0,20.0,37.0,15.0,13.0,12.0,11.0,71.0,75.0
2023-02-28,BITCOIN,BITCOIN,16813.0,369.0,5281.0,423.0,7206.0,240.0,661.0,4527.0,6150.0,1167.0,755.0,1504.0,442.0,15551.0,15868.0,1262.0,945.0,-1764.0,21.0,-207.0,-9.0,-283.0,170.0,-361.0,-121.0,-339.0,-541.0,4.0,-87.0,-289.0,-1579.0,-1662.0,-185.0,-102.0,2.2,31.4,2.5,42.9,1.4,3.9,26.9,36.6,6.9,4.5,8.9,2.6,92.5,94.4,7.5,5.6,117.0,5.0,9.0,0.0,12.0,0.0,4.0,27.0,35.0,14.0,12.0,12.0,11.0,77.0,71.0
2023-02-21,BITCOIN,BITCOIN,18577.0,348.0,5488.0,433.0,7489.0,70.0,1022.0,4649.0,6489.0,1708.0,751.0,1591.0,731.0,17130.0,17530.0,1447.0,1047.0,1762.0,-8.0,53.0,68.0,133.0,-2.0,275.0,441.0,154.0,373.0,-116.0,225.0,451.0,1619.0,1597.0,143.0,165.0,1.9,29.5,2.3,40.3,0.4,5.5,25.0,34.9,9.2,4.0,8.6,3.9,92.2,94.4,7.8,5.6,123.0,4.0,9.0,5.0,13.0,0.0,5.0,34.0,36.0,18.0,14.0,10.0,10.0,87.0,74.0
2023-02-14,BITCOIN,BITCOIN,16815.0,356.0,5434.0,364.0,7356.0,72.0,746.0,4208.0,6335.0,1335.0,867.0,1366.0,279.0,15511.0,15932.0,1304.0,883.0,-1563.0,53.0,-499.0,80.0,-489.0,44.0,46.0,-1067.0,-457.0,-25.0,22.0,-763.0,-13.0,-1393.0,-1586.0,-170.0,23.0,2.1,32.3,2.2,43.7,0.4,4.4,25.0,37.7,7.9,5.2,8.1,1.7,92.2,94.8,7.8,5.2,112.0,5.0,9.0,0.0,12.0,0.0,5.0,21.0,36.0,16.0,14.0,12.0,7.0,74.0,69.0
2023-02-07,BITCOIN,BITCOIN,18378.0,303.0,5933.0,284.0,7845.0,28.0,700.0,5275.0,6793.0,1360.0,845.0,2129.0,292.0,16904.0,17518.0,1474.0,860.0,-682.0,11.0,28.0,11.0,-422.0,-30.0,17.0,-365.0,-486.0,246.0,48.0,-506.0,-43.0,-496.0,-763.0,-186.0,81.0,1.6,32.3,1.5,42.7,0.2,3.8,28.7,37.0,7.4,4.6,11.6,1.6,92.0,95.3,8.0,4.7,115.0,0.0,9.0,0.0,12.0,0.0,5.0,29.0,36.0,16.0,15.0,9.0,8.0,77.0,69.0
2023-01-31,BITCOIN,BITCOIN,19060.0,292.0,5905.0,273.0,8267.0,58.0,683.0,5639.0,7278.0,1114.0,797.0,2635.0,335.0,17400.0,18281.0,1660.0,779.0,-381.0,-12.0,1429.0,-15.0,490.0,-5.0,-116.0,57.0,-210.0,-848.0,-18.0,-399.0,-6.0,-468.0,-170.0,87.0,-211.0,1.5,31.0,1.4,43.4,0.3,3.6,29.6,38.2,5.8,4.2,13.8,1.8,91.3,95.9,8.7,4.1,120.0,0.0,10.0,0.0,12.0,0.0,5.0,29.0,36.0,14.0,14.0,13.0,7.0,76.0,72.0
2023-01-24,BITCOIN,BITCOIN,19441.0,304.0,4477.0,288.0,7777.0,63.0,799.0,5582.0,7488.0,1962.0,815.0,3034.0,340.0,17868.0,18451.0,1573.0,990.0,1966.0,101.0,814.0,51.0,684.0,-243.0,217.0,322.0,1164.0,484.0,-65.0,-446.0,130.0,1924.0,2172.0,42.0,-206.0,1.6,23.0,1.5,40.0,0.3,4.1,28.7,38.5,10.1,4.2,15.6,1.8,91.9,94.9,8.1,5.1,121.0,4.0,11.0,5.0,11.0,0.0,5.0,34.0,37.0,24.0,12.0,9.0,7.0,87.0,75.0
2023-01-17,BITCOIN,BITCOIN,17475.0,203.0,3663.0,237.0,7094.0,306.0,582.0,5260.0,6324.0,1478.0,880.0,3479.0,210.0,15944.0,16279.0,1531.0,1196.0,1394.0,-103.0,67.0,52.0,747.0,-574.0,-74.0,113.0,-138.0,361.0,153.0,1260.0,-16.0,1233.0,938.0,161.0,456.0,1.2,21.0,1.4,40.6,1.8,3.3,30.1,36.2,8.5,5.0,19.9,1.2,91.2,93.2,8.8,6.8,119.0,0.0,8.0,0.0,10.0,4.0,5.0,31.0,36.0,19.0,12.0,14.0,5.0,76.0,74.0
2023-01-10,BITCOIN,BITCOIN,16081.0,306.0,3596.0,186.0,6347.0,880.0,655.0,5147.0,6463.0,1117.0,728.0,2220.0,226.0,14710.0,15341.0,1371.0,740.0,609.0,6.0,-34.0,107.0,371.0,-43.0,-84.0,750.0,855.0,-94.0,-516.0,275.0,-180.0,360.0,801.0,249.0,-192.0,1.9,22.4,1.2,39.5,5.5,4.1,32.0,40.2,6.9,4.5,13.8,1.4,91.5,95.4,8.5,4.6,116.0,4.0,4.0,0.0,7.0,8.0,5.0,27.0,42.0,19.0,10.0,13.0,5.0,68.0,79.0
2023-01-03,BITCOIN,BITCOIN,15472.0,300.0,3630.0,79.0,5975.0,923.0,740.0,4397.0,5608.0,1211.0,1244.0,1944.0,405.0,14350.0,14540.0,1122.0,932.0,-2507.0,28.0,-26.0,-83.0,-181.0,-46.0,-544.0,-610.0,-999.0,-672.0,-125.0,11.0,-123.0,-2310.0,-2482.0,-197.0,-25.0,1.9,23.5,0.5,38.6,6.0,4.8,28.4,36.2,7.8,8.0,12.6,2.6,92.7,94.0,7.3,6.0,104.0,4.0,4.0,0.0,7.0,7.0,5.0,17.0,42.0,14.0,10.0,12.0,5.0,54.0,76.0
2022-12-27,BITCOIN,BITCOIN,17979.0,272.0,3656.0,162.0,6157.0,969.0,1284.0,5007.0,6607.0,1882.0,1369.0,1934.0,528.0,16660.0,17022.0,1319.0,957.0,1518.0,0.0,-105.0,29.0,-53.0,94.0,404.0,1009.0,1084.0,-140.0,142.0,-101.0,155.0,1547.0,1420.0,-29.0,98.0,1.5,20.3,0.9,34.2,5.4,7.1,27.8,36.7,10.5,7.6,10.8,2.9,92.7,94.7,7.3,5.3,110.0,0.0,4.0,0.0,6.0,8.0,4.0,24.0,41.0,15.0,13.0,10.0,7.0,59.0,79.0
2022-12-20,BITCOIN,BITCOIN,16461.0,272.0,3761.0,132.0,6209.0,875.0,879.0,3998.0,5523.0,2022.0,1227.0,2035.0,373.0,15113.0,15601.0,1348.0,860.0,790.0,171.0,263.0,-31.0,-472.0,-93.0,248.0,-260.0,-130.0,257.0,843.0,279.0,41.0,797.0,834.0,-7.0,-44.0,1.7,22.8,0.8,37.7,5.3,5.3,24.3,33.6,12.3,7.5,12.4,2.3,91.8,94.8,8.2,5.2,108.0,0.0,4.0,0.0,7.0,6.0,4.0,24.0,41.0,14.0,11.0,11.0,7.0,61.0,74.0
2022-12-13,BITCOIN,BITCOIN,15671.0,101.0,3498.0,164.0,6681.0,968.0,631.0,4258.0,5653.0,1765.0,384.0,1756.0,332.0,14316.0,14768.0,1355.0,903.0,-1972.0,-70.0,358.0,30.0,124.0,-310.0,-41.0,-10.0,-2023.0,0.0,-1724.0,230.0,-242.0,-1933.0,-1997.0,-39.0,25.0,0.6,22.3,1.0,42.6,6.2,4.0,27.2,36.1,11.3,2.5,11.2,2.1,91.4,94.2,8.6,5.8,109.0,0.0,4.0,0.0,8.0,6.0,5.0,29.0,39.0,18.0,11.0,9.0,6.0,68.0,72.0
2022-12-06,BITCOIN,BITCOIN,17643.0,171.0,3140.0,133.0,6557.0,1278.0,672.0,4268.0,7676.0,1765.0,2108.0,1526.0,574.0,16248.0,16765.0,1395.0,878.0,-1199.0,-100.0,35.0,-106.0,685.0,-91.0,-196.0,-794.0,-1074.0,158.0,-909.0,56.0,-68.0,-1330.0,-1286.0,131.0,87.0,1.0,17.8,0.8,37.2,7.2,3.8,24.2,43.5,10.0,12.0,8.7,3.3,92.1,95.0,7.9,5.0,113.0,0.0,0.0,0.0,8.0,8.0,4.0,20.0,48.0,16.0,13.0,10.0,5.0,62.0,78.0
2022-11-29,BITCOIN,BITCOIN,18842.0,271.0,3105.0,239.0,5872.0,1369.0,868.0,5062.0,8750.0,1606.0,3017.0,1470.0,642.0,17578.0,18050.0,1264.0,792.0,-2342.0,-69.0,73.0,-128.0,-20.0,47.0,-69.0,-743.0,-232.0,-994.0,275.0,-293.0,-410.0,-2159.0,-2007.0,-183.0,-335.0,1.4,16.5,1.3,31.2,7.3,4.6,26.9,46.4,8.5,16.0,7.8,3.4,93.3,95.8,6.7,4.2,118.0,4.0,0.0,0.0,6.0,9.0,5.0,23.0,49.0,19.0,12.0,11.0,6.0,64.0,86.0
2022-11-22,BITCOIN,BITCOIN,21184.0,340.0,3032.0,368.0,5892.0,1322.0,937.0,5805.0,8982.0,2601.0,2742.0,1764.0,1052.0,19736.0,20058.0,1448.0,1126.0,1167.0,-75.0,411.0,196.0,-216.0,-94.0,60.0,384.0,-386.0,606.0,80.0,203.0,-48.0,986.0,947.0,181.0,220.0,1.6,14.3,1.7,27.8,6.2,4.4,27.4,42.4,12.3,12.9,8.3,5.0,93.2,94.7,6.8,5.3,118.0,5.0,0.0,4.0,6.0,10.0,6.0,26.0,42.0,20.0,11.0,15.0,9.0,67.0,90.0
2022-11-15,BITCOIN,BITCOIN,20017.0,415.0,2621.0,172.0,6108.0,1416.0,877.0,5421.0,9369.0,1995.0,2662.0,1561.0,1100.0,18750.0,19111.0,1267.0,906.0,4128.0,191.0,-40.0,44.0,-486.0,-18.0,181.0,1305.0,2045.0,311.0,1803.0,763.0,801.0,4149.0,4086.0,-21.0,42.0,2.1,13.1,0.9,30.5,7.1,4.4,27.1,46.8,10.0,13.3,7.8,5.5,93.7,95.5,6.3,4.5,113.0,7.0,0.0,4.0,5.0,9.0,6.0,24.0,43.0,18.0,8.0,13.0,8.0,63.0,86.0
2022-11-08,BITCOIN,BITCOIN,15889.0,224.0,2661.0,128.0,6594.0,1434.0,697.0,4115.0,7324.0,1684.0,860.0,797.0,299.0,14601.0,15024.0,1288.0,865.0,2743.0,2.0,196.0,45.0,36.0,392.0,132.0,1736.0,1295.0,177.0,448.0,290.0,115.0,2690.0,2642.0,53.0,101.0,1.4,16.7,0.8,41.5,9.0,4.4,25.9,46.1,10.6,5.4,5.0,1.9,91.9,94.6,8.1,5.4,96.0,4.0,0.0,0.0,6.0,7.0,5.0,24.0,34.0,16.0,6.0,9.0,6.0,57.0,69.0
2022-11-01,BITCOIN,BITCOIN,13146.0,222.0,2465.0,83.0,6558.0,1042.0,565.0,2380.0,6029.0,1507.0,412.0,507.0,184.0,11910.0,12383.0,1236.0,763.0,-2916.0,-15.0,165.0,-99.0,98.0,195.0,-262.0,-1172.0,-2040.0,-452.0,-800.0,-118.0,-226.0,-2927.0,-2837.0,11.0,-79.0,1.7,18.8,0.6,49.9,7.9,4.3,18.1,45.9,11.5,3.1,3.9,1.4,90.6,94.2,9.4,5.8,94.0,4.0,0.0,0.0,6.0,7.0,5.0,22.0,38.0,22.0,4.0,8.0,4.0,57.0,70.0
2022-10-25,BITCOIN,BITCOIN,16062.0,237.0,2300.0,182.0,6459.0,847.0,827.0,3552.0,8068.0,1959.0,1211.0,626.0,410.0,14837.0,15219.0,1225.0,843.0,837.0,-21.0,-261.0,76.0,190.0,-311.0,-110.0,1557.0,739.0,312.0,-1150.0,139.0,179.0,1033.0,763.0,-196.0,74.0,1.5,14.3,1.1,40.2,5.3,5.1,22.1,50.2,12.2,7.5,3.9,2.6,92.4,94.8,7.6,5.2,103.0,4.0,0.0,0.0,7.0,7.0,6.0,28.0,36.0,23.0,7.0,11.0,5.0,64.0,75.0
2022-10-18,BITCOIN,BITCOIN,15225.0,258.0,2561.0,106.0,6270.0,1158.0,937.0,1994.0,7329.0,1647.0,2361.0,487.0,231.0,13804.0,14456.0,1421.0,769.0,-1379.0,12.0,12.0,39.0,73.0,-328.0,-84.0,-1595.0,-930.0,146.0,-373.0,-215.0,6.0,-1775.0,-1353.0,396.0,-26.0,1.7,16.8,0.7,41.2,7.6,6.2,13.1,48.1,10.8,15.5,3.2,1.5,90.7,94.9,9.3,5.1,95.0,4.0,0.0,0.0,6.0,8.0,5.0,26.0,36.0,15.0,5.0,7.0,0.0,54.0,66.0
2022-10-11,BITCOIN,BITCOIN,16604.0,246.0,2548.0,67.0,6197.0,1486.0,1021.0,3589.0,8259.0,1501.0,2734.0,702.0,225.0,15579.0,15809.0,1025.0,795.0,1728.0,122.0,56.0,63.0,-44.0,369.0,185.0,842.0,-137.0,923.0,-169.0,227.0,94.0,2016.0,1779.0,-288.0,-51.0,1.5,15.3,0.4,37.3,8.9,6.1,21.6,49.7,9.0,16.5,4.2,1.4,93.8,95.2,6.2,4.8,100.0,5.0,0.0,0.0,5.0,8.0,5.0,24.0,42.0,14.0,6.0,7.0,4.0,50.0,75.0
2022-10-04,BITCOIN,BITCOIN,14876.0,124.0,2493.0,4.0,6241.0,1117.0,836.0,2747.0,8397.0,579.0,2903.0,475.0,131.0,13564.0,14030.0,1312.0,846.0,-492.0,19.0,-70.0,-57.0,334.0,-34.0,178.0,-710.0,282.0,-643.0,258.0,-2.0,-89.0,-711.0,-437.0,219.0,-55.0,0.8,16.8,0.0,42.0,7.5,5.6,18.5,56.4,3.9,19.5,3.2,0.9,91.2,94.3,8.8,5.7,89.0,0.0,0.0,0.0,5.0,8.0,5.0,18.0,39.0,17.0,7.0,7.0,0.0,48.0,66.0
2022-09-27,BITCOIN,BITCOIN,15368.0,105.0,2563.0,61.0,5906.0,1151.0,658.0,3458.0,8115.0,1222.0,2645.0,478.0,220.0,14274.0,14467.0,1094.0,901.0,475.0,-3.0,65.0,-53.0,152.0,-280.0,61.0,105.0,725.0,-106.0,306.0,14.0,56.0,518.0,482.0,-43.0,-7.0,0.7,16.7,0.4,38.4,7.5,4.3,22.5,52.8,8.0,17.2,3.1,1.4,92.9,94.1,7.1,5.9,102.0,0.0,0.0,0.0,6.0,8.0,5.0,21.0,45.0,19.0,10.0,7.0,5.0,55.0,78.0
2022-09-20,BITCOIN,BITCOIN,14893.0,108.0,2498.0,114.0,5754.0,1431.0,597.0,3353.0,7390.0,1328.0,2339.0,464.0,164.0,13756.0,13985.0,1137.0,908.0,885.0,8.0,339.0,-61.0,-131.0,37.0,107.0,-12.0,210.0,36.0,754.0,65.0,21.0,722.0,754.0,163.0,131.0,0.7,16.8,0.8,38.6,9.6,4.0,22.5,49.6,8.9,15.7,3.1,1.1,92.4,93.9,7.6,6.1,95.0,0.0,0.0,0.0,5.0,8.0,4.0,20.0,43.0,18.0,4.0,9.0,0.0,48.0,75.0
2022-09-13,BITCOIN,BITCOIN,14008.0,100.0,2158.0,174.0,5885.0,1394.0,490.0,3365.0,7180.0,1292.0,1585.0,399.0,143.0,13034.0,13231.0,974.0,777.0,-2248.0,-100.0,43.0,-4.0,157.0,-505.0,-65.0,-1076.0,-1063.0,-104.0,-1016.0,-298.0,-27.0,-2236.0,-2023.0,-12.0,-225.0,0.7,15.4,1.2,42.0,10.0,3.5,24.0,51.3,9.2,11.3,2.8,1.0,93.0,94.5,7.0,5.5,95.0,0.0,0.0,0.0,5.0,8.0,4.0,16.0,43.0,17.0,9.0,8.0,0.0,50.0,72.0
2022-09-06,BITCOIN,BITCOIN,16256.0,200.0,2115.0,178.0,5728.0,1899.0,555.0,4441.0,8243.0,1397.0,2600.0,697.0,171.0,15270.0,15254.0,986.0,1002.0,993.0,27.0,66.0,-29.0,-372.0,489.0,7.0,634.0,224.0,192.0,726.0,181.0,-160.0,1025.0,971.0,-32.0,22.0,1.2,13.0,1.1,35.2,11.7,3.4,27.3,50.7,8.6,16.0,4.3,1.0,93.9,93.8,6.1,6.2,104.0,0.0,0.0,4.0,5.0,9.0,0.0,19.0,48.0,19.0,7.0,10.0,5.0,47.0,88.0
2022-08-30,BITCOIN,BITCOIN,15263.0,173.0,2049.0,207.0,6100.0,1410.0,548.0,3808.0,8019.0,1205.0,1874.0,516.0,331.0,14245.0,14284.0,1018.0,979.0,944.0,114.0,84.0,187.0,-501.0,266.0,140.0,1168.0,498.0,-398.0,331.0,67.0,46.0,1089.0,891.0,-145.0,53.0,1.1,13.4,1.4,40.0,9.2,3.6,24.9,52.5,7.9,12.3,3.4,2.2,93.3,93.6,6.7,6.4,102.0,0.0,0.0,0.0,5.0,8.0,0.0,20.0,45.0,16.0,9.0,9.0,4.0,47.0,80.0
2022-08-23,BITCOIN,BITCOIN,14319.0,59.0,1965.0,19.0,6601.0,1144.0,408.0,2639.0,7521.0,1602.0,1543.0,449.0,284.0,13156.0,13392.0,1163.0,927.0,992.0,-54.0,149.0,0.0,-658.0,161.0,123.0,1038.0,1186.0,-34.0,907.0,-387.0,-265.0,1055.0,933.0,-63.0,59.0,0.4,13.7,0.1,46.1,8.0,2.8,18.4,52.5,11.2,10.8,3.1,2.0,91.9,93.5,8.1,6.5,96.0,0.0,0.0,0.0,6.0,8.0,0.0,15.0,45.0,14.0,10.0,8.0,4.0,42.0,76.0
2022-08-16,BITCOIN,BITCOIN,13327.0,113.0,1816.0,20.0,7259.0,983.0,285.0,1602.0,6335.0,1636.0,636.0,836.0,549.0,12101.0,12460.0,1226.0,867.0,8.0,7.0,-120.0,4.0,-50.0,48.0,-27.0,-304.0,-240.0,16.0,179.0,199.0,10.0,-165.0,-111.0,173.0,119.0,0.8,13.6,0.1,54.5,7.4,2.1,12.0,47.5,12.3,4.8,6.3,4.1,90.8,93.5,9.2,6.5,93.0,0.0,4.0,0.0,7.0,7.0,4.0,20.0,37.0,18.0,8.0,7.0,4.0,54.0,66.0
2022-08-09,BITCOIN,BITCOIN,13319.0,106.0,1936.0,15.0,7309.0,935.0,312.0,1905.0,6575.0,1620.0,458.0,637.0,539.0,12266.0,12570.0,1053.0,749.0,-298.0,12.0,-216.0,-30.0,75.0,-22.0,-76.0,-390.0,-702.0,732.0,-631.0,-24.0,56.0,-252.0,-282.0,-46.0,-16.0,0.8,14.5,0.1,54.9,7.0,2.3,14.3,49.4,12.2,3.4,4.8,4.0,92.1,94.4,7.9,5.6,101.0,0.0,0.0,0.0,7.0,8.0,0.0,22.0,43.0,20.0,8.0,7.0,4.0,57.0,72.0
2022-08-02,BITCOIN,BITCOIN,13617.0,94.0,2152.0,45.0,7234.0,957.0,388.0,2295.0,7277.0,888.0,1089.0,660.0,484.0,12517.0,12852.0,1100.0,765.0,-2488.0,-32.0,-91.0,-661.0,465.0,-181.0,-791.0,45.0,257.0,-704.0,-195.0,385.0,-518.0,-2392.0,-2304.0,-96.0,-184.0,0.7,15.8,0.3,53.1,7.0,2.8,16.9,53.4,6.5,8.0,4.8,3.6,91.9,94.4,8.1,5.6,99.0,0.0,5.0,0.0,6.0,8.0,0.0,17.0,43.0,21.0,10.0,6.0,4.0,57.0,73.0
2022-07-26,BITCOIN,BITCOIN,16105.0,126.0,2244.0,706.0,6769.0,1138.0,1179.0,2251.0,7020.0,1593.0,1284.0,275.0,1002.0,14909.0,15156.0,1196.0,949.0,585.0,-6.0,69.0,618.0,424.0,-73.0,784.0,-654.0,-1459.0,-7.0,-920.0,-26.0,554.0,793.0,459.0,-208.0,126.0,0.8,13.9,4.4,42.0,7.1,7.3,14.0,43.6,9.9,8.0,1.7,6.2,92.6,94.1,7.4,5.9,95.0,0.0,4.0,0.0,6.0,9.0,4.0,14.0,43.0,20.0,10.0,6.0,5.0,50.0,77.0
2022-07-19,BITCOIN,BITCOIN,15520.0,132.0,2175.0,88.0,6344.0,1211.0,395.0,2904.0,8479.0,1600.0,2204.0,301.0,448.0,14116.0,14697.0,1404.0,823.0,897.0,-5.0,50.0,-1.0,32.0,-158.0,-188.0,624.0,1172.0,25.0,227.0,24.0,59.0,774.0,983.0,123.0,-86.0,0.9,14.0,0.6,40.9,7.8,2.5,18.7,54.6,10.3,14.2,1.9,2.9,91.0,94.7,9.0,5.3,101.0,0.0,4.0,0.0,5.0,10.0,4.0,21.0,41.0,25.0,8.0,7.0,5.0,58.0,79.0
2022-07-12,BITCOIN,BITCOIN,14623.0,137.0,2125.0,90.0,6312.0,1369.0,583.0,2280.0,7306.0,1574.0,1977.0,277.0,389.0,13342.0,13714.0,1281.0,909.0,471.0,41.0,109.0,-73.0,216.0,408.0,58.0,52.0,-304.0,530.0,-606.0,-194.0,73.0,290.0,608.0,181.0,-137.0,0.9,14.5,0.6,43.2,9.4,4.0,15.6,50.0,10.8,13.5,1.9,2.7,91.2,93.8,8.8,6.2,105.0,0.0,4.0,0.0,5.0,9.0,4.0,19.0,47.0,20.0,10.0,7.0,6.0,55.0,82.0
2022-07-05,BITCOIN,BITCOIN,14152.0,96.0,2016.0,163.0,6097.0,961.0,524.0,2228.0,7610.0,1044.0,2583.0,471.0,316.0,13052.0,13105.0,1100.0,1047.0,-447.0,-57.0,-1.0,-59.0,-621.0,-127.0,370.0,-173.0,-66.0,-610.0,521.0,45.0,0.0,-629.0,-447.0,182.0,0.0,0.7,14.2,1.1,43.1,6.8,3.7,15.7,53.8,7.4,18.3,3.3,2.2,92.2,92.6,7.8,7.4,106.0,0.0,0.0,0.0,5.0,10.0,4.0,16.0,49.0,20.0,12.0,8.0,5.0,54.0,83.0
2022-06-28,BITCOIN,BITCOIN,14599.0,153.0,2017.0,222.0,6718.0,1088.0,154.0,2402.0,7676.0,1654.0,2062.0,426.0,316.0,13681.0,13553.0,918.0,1046.0,-569.0,91.0,-10.0,115.0,-356.0,76.0,47.0,768.0,-26.0,-299.0,-273.0,110.0,-470.0,-377.0,-457.0,-192.0,-112.0,1.0,13.8,1.5,46.0,7.5,1.1,16.5,52.6,11.3,14.1,2.9,2.2,93.7,92.8,6.3,7.2,104.0,0.0,0.0,0.0,4.0,10.0,0.0,19.0,46.0,21.0,10.0,9.0,4.0,50.0,84.0
2022-06-21,BITCOIN,BITCOIN,15168.0,62.0,2027.0,107.0,7074.0,1012.0,107.0,1634.0,7702.0,1953.0,2336.0,316.0,785.0,14058.0,14009.0,1110.0,1159.0,1709.0,-191.0,95.0,97.0,330.0,-48.0,34.0,365.0,842.0,550.0,245.0,-64.0,220.0,1651.0,1726.0,58.0,-17.0,0.4,13.4,0.7,46.6,6.7,0.7,10.8,50.8,12.9,15.4,2.1,5.2,92.7,92.4,7.3,7.6,104.0,0.0,5.0,0.0,5.0,7.0,0.0,18.0,46.0,28.0,15.0,6.0,6.0,59.0,84.0
